clip,species,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
monkey_0000_clip000.wav,Monkey,0.3556221127510071,-0.132295161485672,-0.2835995554924011,0.025679752230644226,-0.7057992219924927,-0.12028662860393524,0.08150552213191986,-0.24873343110084534,0.12228129804134369,-0.3547433316707611,-0.0633026510477066,-0.2058592140674591,0.46568629145622253,-0.2322542667388916,-0.35401278734207153,-0.13063347339630127,-0.13805192708969116,0.08566152304410934,-0.1925259530544281,0.0006052255630493164,-0.5537557601928711,-0.1640373170375824,0.00422331690788269,-0.24126113951206207,-0.3525431156158447,0.5027965307235718,0.20028632879257202,0.3119097352027893,-0.09717094898223877,0.5404009222984314,-0.1014014407992363,0.05445753037929535,-0.022131383419036865,-0.22895927727222443,-0.47710418701171875,-0.10605606436729431,0.4045073390007019,0.18042753636837006,-0.09359163045883179,-0.4041462540626526,0.08503389358520508,-0.7721610069274902,0.09277021884918213,-0.28681978583335876,0.14442431926727295,-0.7563769817352295,-0.451381117105484,0.04546189308166504,0.10830606520175934,-0.38070324063301086,-0.2436131238937378,0.14453232288360596,0.13278836011886597,-0.34280484914779663,0.5502569675445557,-0.6127333641052246,0.08787153661251068,0.36704856157302856,0.41915711760520935,0.36657190322875977,-0.2796763777732849,-0.054296836256980896,-0.5560814142227173,0.35444021224975586,0.3318195044994354,-0.7095388174057007,0.32627391815185547,-0.6862298846244812,0.36318254470825195,-0.08299708366394043,0.4005165696144104,-0.6369708180427551,-0.24104392528533936,0.10313476622104645,-0.0066691190004348755,-0.2819322645664215,-0.03725799173116684,-0.20538872480392456,0.04746916890144348,-0.46208569407463074,-0.05745531618595123,0.9146660566329956,-0.062093861401081085,0.1923293024301529,-0.10681968182325363,0.06733949482440948,0.015343951061367989,-0.021058402955532074,-0.5792615413665771,0.435818612575531,0.18358716368675232,-0.11889850348234177,0.18790926039218903,0.3562699556350708,0.41154593229293823,0.19751299917697906,0.2182573825120926,-0.18626558780670166,0.5712732076644897,-0.1860744208097458,0.19285845756530762,-0.12647098302841187,-0.0003972053527832031,0.1491798758506775,0.5169267058372498,0.10293012857437134,0.17848819494247437,-0.384899377822876,0.29426324367523193,-0.4290497601032257,0.2622387111186981,0.20838576555252075,0.07965363562107086,-0.4788733422756195,0.07838419079780579,0.47310033440589905,-0.19347943365573883,0.12883611023426056,-0.3910512626171112,-0.22161835432052612,-0.10295838117599487,-0.2663523554801941,0.32473185658454895,0.7078368663787842,0.20081906020641327,-0.26147326827049255,-0.4117593467235565,0.3650384545326233
monkey_0001_clip000.wav,Monkey,-0.09212008118629456,-0.29276716709136963,0.13545924425125122,-0.24871280789375305,0.35271427035331726,-0.1272721290588379,-0.3677399754524231,-0.2628060281276703,-0.06034928560256958,0.43089771270751953,0.4969702959060669,0.132402241230011,0.415768027305603,0.2803714871406555,0.06612534075975418,-0.2072788029909134,-0.14633871614933014,-0.08615992218255997,-0.14007681608200073,0.01065608486533165,-0.5559945106506348,-0.36968106031417847,-0.2758280634880066,-0.03407469391822815,-0.31308794021606445,0.5145176649093628,0.11664443463087082,0.2891025245189667,0.18253952264785767,0.47474998235702515,-0.34881165623664856,0.15451912581920624,0.17704448103904724,-0.06898915022611618,0.20690709352493286,-0.1312098503112793,0.5499838590621948,0.5228445529937744,-0.34076428413391113,0.09746313095092773,-0.3370884358882904,-0.8967774510383606,0.25445815920829773,-0.33449774980545044,-0.41554734110832214,-0.19729790091514587,-0.23645272850990295,-0.6217870712280273,0.38962751626968384,-0.3309592008590698,-0.12211856245994568,-0.8703833222389221,0.8962680101394653,-0.3209102153778076,0.15943986177444458,-0.8019782900810242,1.0288231372833252,0.03249800205230713,-0.09323330968618393,-0.08918417245149612,-0.36842668056488037,-0.05326274037361145,0.14998896420001984,-0.014520417898893356,-0.02413061261177063,-0.6642565727233887,0.3449912667274475,-1.274228572845459,-0.538727879524231,0.24091985821723938,0.05970655381679535,-0.7572047710418701,0.2764647603034973,-0.22998695075511932,-0.04765109717845917,-0.2614055275917053,-0.1973286271095276,0.0721776932477951,0.28106939792633057,0.023209884762763977,-0.2693333923816681,0.5316389799118042,-0.11673314869403839,-0.5996190905570984,-0.09434099495410919,0.5189141035079956,0.4335179626941681,-0.31724753975868225,-0.23392289876937866,0.24858886003494263,0.01638278365135193,-0.49353259801864624,0.11836156249046326,0.42350077629089355,-0.2413780838251114,-0.2811517119407654,0.5902493000030518,-0.21067801117897034,0.3920649588108063,-0.4653734266757965,0.3727341890335083,-0.05397852510213852,-0.07093796879053116,-0.3239123821258545,-0.23132139444351196,0.1744673252105713,0.26433277130126953,-0.30809295177459717,0.4324600100517273,0.23793265223503113,0.03890450298786163,0.4793030321598053,-0.3557540774345398,-0.15915155410766602,-0.10394372045993805,0.21867838501930237,-0.31074047088623047,0.47525638341903687,-0.22513775527477264,0.3018903136253357,0.06858594715595245,-0.24199062585830688,-0.20130398869514465,0.057563915848731995,0.4366193413734436,-0.1461809277534485,0.3141571283340454,0.16791066527366638
monkey_0002_clip000.wav,Monkey,0.24754448235034943,-0.10182991623878479,-0.3394426107406616,-0.07038215547800064,-0.6668931245803833,-0.2505805492401123,0.028043895959854126,-0.2279702126979828,0.18390709161758423,-0.4725778102874756,0.0819968730211258,-0.19200599193572998,0.4251881241798401,-0.2589778006076813,-0.35917797684669495,-0.031151115894317627,-0.03655993938446045,0.1483495831489563,-0.2832415699958801,0.18398462235927582,-0.5076169967651367,-0.18538016080856323,0.008220426738262177,-0.29229140281677246,-0.34567326307296753,0.5203111171722412,0.23751595616340637,0.23167982697486877,-0.11423935741186142,0.6266341805458069,-0.10985025018453598,0.06832511723041534,-0.014856353402137756,-0.21362963318824768,-0.4228847920894623,-0.09203848242759705,0.46168777346611023,0.15885215997695923,-0.07580506801605225,-0.4511898159980774,0.10896682739257812,-0.6581341624259949,0.11108186841011047,-0.2122640460729599,-0.05265108495950699,-0.7160837650299072,-0.39728039503097534,0.1024993360042572,0.11897733807563782,-0.3061646521091461,-0.22090591490268707,0.0730879008769989,0.0957125872373581,-0.2430036962032318,0.47349709272384644,-0.5426406860351562,0.2199493795633316,0.3443000316619873,0.2800704836845398,0.3596206605434418,-0.2613952159881592,-0.0408206582069397,-0.5974432229995728,0.4510316550731659,0.34167200326919556,-0.7626111507415771,0.18736231327056885,-0.7153093814849854,0.22133278846740723,-0.07198411226272583,0.33492177724838257,-0.5488729476928711,-0.3288985788822174,0.03085942566394806,-0.07367946952581406,-0.34377241134643555,-0.11370649933815002,-0.14329227805137634,0.07978031039237976,-0.3761858642101288,-0.0052096545696258545,0.8213534355163574,-0.02859535813331604,0.07236948609352112,-0.11851039528846741,0.13347046077251434,0.04435253143310547,-0.06232281029224396,-0.5080755949020386,0.43616926670074463,0.23680858314037323,0.07895717024803162,0.10337561368942261,0.24414627254009247,0.4406946897506714,0.12224231660366058,0.16617877781391144,-0.162421315908432,0.596376895904541,-0.23342323303222656,0.1270895004272461,-0.11361832916736603,0.02561543881893158,0.11418316513299942,0.5198557376861572,0.022357717156410217,0.3528384566307068,-0.41161155700683594,0.2469857633113861,-0.41823911666870117,0.1477142870426178,0.1309269815683365,0.0015503168106079102,-0.45996350049972534,0.10152529180049896,0.4138247072696686,-0.21060597896575928,0.1778694987297058,-0.3359873294830322,-0.24331603944301605,-0.00753408670425415,-0.22750699520111084,0.2537404000759125,0.6419855356216431,0.24645543098449707,-0.3201821446418762,-0.30432742834091187,0.4670169949531555
monkey_0003_clip000.wav,Monkey,0.22010168433189392,-0.2162524312734604,-0.25686076283454895,-0.22803640365600586,-0.06381089985370636,-0.3549315929412842,-0.01763300597667694,0.0033047497272491455,0.017674893140792847,0.2679218053817749,0.544486403465271,0.6395148038864136,-0.2377372831106186,-0.09454891085624695,0.4470943510532379,-0.3527270257472992,0.10423623025417328,-0.09359366446733475,0.045275717973709106,-0.10444916784763336,-0.30872997641563416,-0.3486267924308777,-0.3789529502391815,0.19240689277648926,-0.39636296033859253,0.22512176632881165,0.1033608615398407,0.07175569236278534,0.32240796089172363,0.20628996193408966,-0.05390504375100136,0.0683421865105629,0.39936742186546326,0.1781885027885437,0.19219350814819336,0.31025367975234985,0.45527827739715576,-0.14040632545948029,-0.08776521682739258,0.03609153628349304,0.2540454566478729,0.11019379645586014,-0.14831005036830902,0.07204581052064896,-0.265664666891098,0.18229062855243683,-0.25710439682006836,-0.13188281655311584,0.18394912779331207,-0.21033664047718048,-0.2578074634075165,-0.61748206615448,0.4403400421142578,-0.3401987552642822,0.01952352374792099,-0.32185718417167664,0.4968293607234955,0.12420402467250824,0.27034714818000793,-0.03092794120311737,0.2760857939720154,0.11545492708683014,-0.18131345510482788,0.4884066581726074,-0.26888781785964966,-0.6632373332977295,-0.21942037343978882,-0.17612133920192719,-0.11089782416820526,0.05134933814406395,-0.1636713147163391,-0.5199229121208191,0.3751552700996399,-0.06477095186710358,0.3041456937789917,-0.34043747186660767,-0.03904825448989868,0.06319517642259598,0.022667497396469116,0.38447993993759155,0.011236637830734253,0.13832435011863708,0.23055753111839294,-0.3937714099884033,-0.026263713836669922,0.169192835688591,0.3632819652557373,0.06139954924583435,0.05007363483309746,0.21636945009231567,0.5433352589607239,-0.3814888000488281,0.22114312648773193,0.12190209329128265,0.1679190993309021,-0.14065057039260864,0.13689956068992615,0.05979693681001663,0.23693965375423431,-0.6015059351921082,-0.27574896812438965,0.30314403772354126,-0.1211409941315651,-0.3266392946243286,-0.05648660659790039,0.2253195345401764,0.15292048454284668,-0.04307251796126366,0.08729921281337738,-0.01118353009223938,-0.4104071259498596,0.4964968264102936,0.17719417810440063,-0.24784305691719055,-0.23658530414104462,0.5250013470649719,0.03425899147987366,-0.1112249493598938,-0.08859506249427795,0.14938421547412872,-0.23404619097709656,0.1338316947221756,0.11203015595674515,-0.10196392983198166,0.7554610967636108,0.06386926770210266,0.1739259660243988,0.32684576511383057
monkey_0004_clip000.wav,Monkey,0.22279097139835358,-0.40460073947906494,-0.11941917985677719,-0.09044742584228516,-0.40614092350006104,0.19161753356456757,-0.13955095410346985,-0.18909525871276855,0.10823920369148254,0.09984959661960602,-0.06772667169570923,-0.2585068941116333,0.41068899631500244,-0.1700560301542282,-0.23985320329666138,-0.07204455137252808,-0.20337381958961487,0.055105820298194885,0.16381791234016418,-0.03684547543525696,-0.49391546845436096,-0.3247716426849365,0.0866241306066513,-0.10153041779994965,-0.4836997985839844,0.45424985885620117,0.42506614327430725,0.07270029187202454,0.056006863713264465,0.39322641491889954,-0.027234673500061035,-0.06679986417293549,-0.12063963711261749,0.0793364942073822,-0.22435009479522705,-0.01666860282421112,0.2560357451438904,0.3055667281150818,0.07161411643028259,-0.17331820726394653,0.05378687381744385,-0.8771700263023376,-0.088508740067482,-0.3373364210128784,0.25946444272994995,-0.7718603610992432,-0.395287424325943,-0.17828533053398132,0.10405782610177994,-0.4126618504524231,-0.20671282708644867,-0.24063783884048462,0.1526530683040619,-0.27423447370529175,0.5571204423904419,-0.5407254695892334,0.5168413519859314,0.26819074153900146,0.4190850853919983,-0.038658320903778076,-0.41027599573135376,0.0407717227935791,-0.21520274877548218,0.16006815433502197,0.14179252088069916,-0.7101174592971802,0.35741937160491943,-0.9778633117675781,0.1405080109834671,0.05226633697748184,0.4070667624473572,-1.076336145401001,-0.1334570050239563,0.08277079463005066,0.12278924882411957,-0.03157038614153862,-0.2578500509262085,-0.16032882034778595,0.15262089669704437,-0.1642870008945465,-0.3686245083808899,0.5750424861907959,0.0509759746491909,-0.06705108284950256,0.1062580794095993,0.2670866847038269,0.15235549211502075,-0.08503446727991104,-0.4863811731338501,0.32734617590904236,0.08655983209609985,-0.3698199391365051,0.2678912878036499,0.3437402844429016,0.22659771144390106,0.03321664035320282,0.26793307065963745,-0.15845534205436707,0.47255486249923706,-0.3916686177253723,0.11593319475650787,-0.05561093986034393,-0.062307968735694885,0.21277570724487305,0.19688761234283447,0.12583138048648834,0.10027088224887848,-0.431505024433136,0.21442027390003204,-0.3065849542617798,0.23088383674621582,0.21090342104434967,0.14853417873382568,-0.5639162659645081,-0.07658542692661285,0.3420742154121399,-0.10254109650850296,0.36483871936798096,-0.2594675123691559,0.1355862319469452,-0.08478996157646179,-0.0014314502477645874,0.2475784569978714,0.5671627521514893,0.5205018520355225,-0.1029667854309082,-0.2551426887512207,0.18890607357025146
monkey_0005_clip000.wav,Monkey,0.37309378385543823,-0.4756423830986023,0.07610173523426056,-0.09112875163555145,0.08106176555156708,0.1671048104763031,-0.16973689198493958,-0.14969295263290405,-0.15951833128929138,0.794213056564331,0.19573891162872314,0.4588263928890228,-0.0018828809261322021,0.06796100735664368,0.3558596968650818,-0.5154854655265808,-0.2235642671585083,-0.20794516801834106,0.3088056147098541,-0.480181485414505,-0.5111033916473389,-0.3832167685031891,-0.2870293855667114,0.26765477657318115,-0.48840826749801636,0.3305526673793793,0.17852967977523804,0.3162243962287903,0.35094690322875977,0.08274558186531067,-0.12309248745441437,-0.01916588842868805,0.30129942297935486,0.2699253261089325,0.25739794969558716,0.2096216082572937,0.3233967423439026,0.27977877855300903,-0.1161092221736908,0.25114110112190247,-0.0456278920173645,-0.6094046235084534,-0.23600582778453827,-0.19377678632736206,0.19421608746051788,-0.09696143865585327,-0.345164954662323,-0.5116206407546997,0.2636907398700714,-0.3749848008155823,-0.24674879014492035,-0.6900688409805298,0.6723478436470032,-0.5246473550796509,0.3174068331718445,-0.5872008800506592,0.7264134883880615,0.11016049236059189,0.5610592365264893,-0.2714223265647888,-0.11541329324245453,0.1384826898574829,0.08415517210960388,-0.02461901679635048,-0.24994641542434692,-0.6410627365112305,0.272038072347641,-0.7280919551849365,-0.08769272267818451,0.17872092127799988,0.06617829203605652,-1.180296540260315,0.5968173146247864,0.07930704951286316,0.42063257098197937,-0.040021367371082306,-0.13106143474578857,-0.08876502513885498,-0.007085070013999939,0.18867960572242737,-0.43455347418785095,0.3229905068874359,0.11728164553642273,-0.28035616874694824,0.049986086785793304,0.2736514210700989,0.36362627148628235,0.03454425930976868,-0.11614985764026642,0.22095566987991333,0.3139563798904419,-1.061026930809021,0.44897395372390747,0.5365990400314331,-0.04665976017713547,-0.1335541307926178,0.3989490270614624,-0.10137778520584106,0.19238412380218506,-0.5819872617721558,0.041148826479911804,0.22899393737316132,-0.23318353295326233,-0.20187965035438538,-0.22068707644939423,0.44942545890808105,-0.3092484772205353,-0.12270199507474899,0.24664151668548584,0.07331430912017822,-0.16444775462150574,0.7011418342590332,0.20091985166072845,-0.32830554246902466,-0.30813658237457275,0.6197749972343445,0.02338068187236786,0.03495505452156067,-0.20308037102222443,0.3913859724998474,-0.38874325156211853,0.1122235357761383,0.13331560790538788,0.08031116425991058,0.7756373882293701,0.25020623207092285,0.01832888275384903,-0.015791550278663635
monkey_0006_clip000.wav,Monkey,-0.02038031816482544,-0.5845223069190979,-0.1323348581790924,-0.24630068242549896,-0.21292391419410706,0.33383283019065857,-0.3393992781639099,-0.0835503339767456,0.14624875783920288,0.3278641104698181,0.008141517639160156,-0.10435250401496887,0.17924779653549194,-0.12286120653152466,-0.0929701179265976,-0.012215018272399902,-0.12850315868854523,0.13963750004768372,0.41672271490097046,0.05210370942950249,-0.518118143081665,-0.49270784854888916,-0.04470501095056534,-0.01415279507637024,-0.5656929016113281,0.5369361042976379,0.5297232866287231,-0.06778848171234131,0.25324541330337524,0.3077423572540283,-0.007084030658006668,-0.10976873338222504,-0.057014770805835724,0.36706632375717163,0.16379457712173462,0.11426825821399689,0.19682571291923523,0.31720924377441406,0.18280349671840668,0.01751309633255005,-0.04467588663101196,-0.6456190347671509,-0.36789074540138245,-0.10769857466220856,0.26958537101745605,-0.6524274945259094,-0.21340009570121765,-0.21187585592269897,0.15497168898582458,-0.30715352296829224,-0.04011933505535126,-0.6235876083374023,0.17367227375507355,-0.1943790763616562,0.43471759557724,-0.2572914659976959,0.8404608964920044,0.1436115950345993,0.31853020191192627,-0.3506021201610565,-0.3256124258041382,0.2172912359237671,0.0056632161140441895,0.1962493360042572,-0.0049294233322143555,-0.7084823846817017,0.05564190447330475,-0.9472993016242981,-0.12225376069545746,0.186758890748024,0.25046467781066895,-1.3200174570083618,0.07684691250324249,-0.06562940776348114,0.24152910709381104,0.15883545577526093,-0.4690694808959961,-0.021690040826797485,0.02712094783782959,0.1736622303724289,-0.5882319808006287,0.1719091236591339,0.2210691124200821,-0.24773073196411133,0.259565532207489,0.4167230725288391,0.30200251936912537,-0.0010649710893630981,-0.1566464900970459,0.22202061116695404,0.20307280123233795,-0.5889083743095398,0.3267872929573059,0.2210625410079956,0.3012680411338806,-0.14318013191223145,0.13325360417366028,-0.09618033468723297,0.2016601860523224,-0.6097757816314697,-0.10342438519001007,0.0948275476694107,0.0392727255821228,0.16760995984077454,0.03970665857195854,0.1588817536830902,0.054097071290016174,-0.45462438464164734,0.03378750756382942,-0.2677280604839325,-0.1068921908736229,0.25116798281669617,0.26117831468582153,-0.5429865121841431,-0.17472490668296814,0.34911423921585083,0.18965977430343628,0.4173254370689392,-0.08640748262405396,0.3004516363143921,-0.19291773438453674,0.30386894941329956,9.47415828704834e-05,0.3231450915336609,0.9309579730033875,0.15339559316635132,-0.07487231492996216,0.1448519229888916
monkey_0007_clip000.wav,Monkey,0.31189802289009094,-0.26123636960983276,-0.10797140002250671,-0.06492510437965393,-0.015213362872600555,-0.15131907165050507,0.0031057745218276978,-0.04164889454841614,0.18940159678459167,0.27163296937942505,0.33814916014671326,0.5547915697097778,0.049023523926734924,0.02147287130355835,0.30904680490493774,-0.2207716703414917,0.24298125505447388,-0.0868101418018341,0.009223692119121552,-0.12741780281066895,-0.6058650016784668,-0.3700968027114868,-0.47000354528427124,0.2681583762168884,-0.38242459297180176,0.3953452706336975,-0.20553745329380035,0.19337612390518188,0.3004762828350067,0.32993242144584656,-0.18246078491210938,0.05495324730873108,0.3171647787094116,0.21076802909374237,0.12266568839550018,0.1922251582145691,0.4876148998737335,-0.06130516529083252,-0.1399107575416565,-0.04229125380516052,0.11786223948001862,-0.20405250787734985,-0.08034215867519379,-0.19306328892707825,-0.314393550157547,0.003553338348865509,-0.15386518836021423,-0.2835882604122162,0.14739464223384857,-0.16798722743988037,-0.22109055519104004,-0.6658498048782349,0.35507652163505554,-0.2852027118206024,0.1037580594420433,-0.38970261812210083,0.5645449757575989,0.1388983428478241,0.26391875743865967,0.14973777532577515,0.15347103774547577,0.13853678107261658,-0.08136435598134995,0.48352134227752686,-0.14354953169822693,-0.5746074318885803,-0.0033932365477085114,-0.3850531578063965,-0.18423044681549072,0.078356072306633,0.01923191547393799,-0.5246391892433167,0.3898972272872925,-0.0680641233921051,0.2903800308704376,-0.18373070657253265,0.08354777097702026,0.14541761577129364,-0.09953808039426804,0.19005677103996277,-0.11846977472305298,0.34195324778556824,0.08185992389917374,-0.3396241068840027,-0.1378292739391327,0.11219940334558487,0.3276134729385376,-0.018042519688606262,0.0903363898396492,0.11592897027730942,0.37685084342956543,-0.39055269956588745,0.055641159415245056,0.12785708904266357,0.2276051789522171,-0.22781860828399658,0.18664798140525818,0.19949840009212494,0.06619858741760254,-0.48464393615722656,0.019139379262924194,0.17389130592346191,0.10307104885578156,-0.3808024525642395,0.12172198295593262,0.27727341651916504,0.08002886176109314,-0.06101623922586441,0.2985742390155792,-0.08056908845901489,-0.30026715993881226,0.5439354777336121,0.08217441290616989,-0.24354588985443115,-0.4557853937149048,0.48573431372642517,0.18838483095169067,0.07382936775684357,-0.19137969613075256,0.19931218028068542,-0.35973700881004333,-0.024120181798934937,0.07857789099216461,0.029736675322055817,0.6953203678131104,0.17706939578056335,0.0860145092010498,0.22836048901081085
monkey_0008_clip000.wav,Monkey,0.05215824395418167,-0.17881810665130615,-0.41480666399002075,-0.27291202545166016,-0.470649778842926,-0.26301705837249756,-0.06073600798845291,-0.08800670504570007,0.22610104084014893,-0.3164091110229492,0.24447304010391235,0.1219220757484436,0.016482412815093994,-0.3264602720737457,-0.04179506003856659,0.04083186388015747,0.16358202695846558,0.2295462191104889,-0.08079737424850464,0.3676255941390991,-0.3444657027721405,-0.298898845911026,-0.13038043677806854,-0.16363166272640228,-0.4410465359687805,0.5337263941764832,0.27613434195518494,-0.011400461196899414,0.09096783399581909,0.4905553460121155,0.0036846809089183807,0.0034526288509368896,0.10496755689382553,0.13086453080177307,-0.029048137366771698,0.14782314002513885,0.3399491310119629,-0.007597997784614563,0.12233290076255798,-0.359870970249176,0.17148035764694214,-0.03248275816440582,-0.2094474732875824,0.15197235345840454,-0.14114978909492493,-0.37812772393226624,-0.12418311834335327,0.2231147587299347,0.0856686607003212,-0.15914148092269897,-0.12264539301395416,-0.23136058449745178,-0.04261016473174095,-0.1012391522526741,0.21260735392570496,-0.06766685098409653,0.4198033809661865,0.2314482480287552,0.18622714281082153,0.0434107780456543,0.031198471784591675,0.18809053301811218,-0.47779029607772827,0.5085923671722412,0.1415126472711563,-0.6871217489242554,-0.31456804275512695,-0.370316743850708,-0.027717769145965576,0.018565021455287933,0.05749260634183884,-0.6040264368057251,-0.17184145748615265,-0.1245507076382637,0.1454104781150818,-0.1888567954301834,-0.2998848557472229,0.03185686469078064,-0.04413965344429016,0.10273636877536774,-0.06516921520233154,0.19307942688465118,0.21025598049163818,-0.15918433666229248,0.0512428805232048,0.19325390458106995,0.21628257632255554,0.0060046762228012085,-0.0881677120923996,0.2877126634120941,0.47042304277420044,-0.013636857271194458,0.06132575869560242,-0.05961403250694275,0.5735138058662415,-0.03976782411336899,-0.13671262562274933,0.012500271201133728,0.22581547498703003,-0.44986268877983093,-0.22703835368156433,0.12568426132202148,0.09750279784202576,-0.03968082740902901,0.31191107630729675,-0.02321377396583557,0.34634310007095337,-0.2918536961078644,-0.04533656686544418,-0.36611825227737427,-0.341542512178421,0.07407335937023163,0.11752143502235413,-0.4270339608192444,-0.015953466296195984,0.37199652194976807,0.14341232180595398,0.10411803424358368,-0.07509668171405792,-0.09997598826885223,-0.15248651802539825,0.20770682394504547,0.049501270055770874,0.2695619761943817,0.6476699113845825,-0.07012918591499329,-0.08551830798387527,0.492475688457489
monkey_0009_clip000.wav,Monkey,0.3228141665458679,-0.2426629513502121,0.07626861333847046,0.022835522890090942,0.07410457730293274,-0.18631532788276672,0.04094424843788147,-0.21787744760513306,-0.047790467739105225,0.3267914056777954,0.3150177001953125,0.32652199268341064,0.21279343962669373,0.0743904709815979,0.1448386013507843,-0.3582824468612671,-0.04077728092670441,-0.1764691025018692,-0.14575335383415222,-0.24927955865859985,-0.5067706108093262,-0.29300063848495483,-0.330502450466156,0.1819496601819992,-0.2976805865764618,0.32981765270233154,-0.17474424839019775,0.370593786239624,0.18677464127540588,0.4005144238471985,-0.2060125470161438,0.08487595617771149,0.2394300252199173,-0.09879100322723389,-0.03949950635433197,-0.019821614027023315,0.5032076835632324,0.17371448874473572,-0.251778781414032,-0.015355870127677917,0.007561668753623962,-0.531990647315979,0.10532522201538086,-0.3104535639286041,-0.24976637959480286,-0.03476046025753021,-0.25648632645606995,-0.3994426131248474,0.21683579683303833,-0.3726021945476532,-0.28062188625335693,-0.5074905753135681,0.48727524280548096,-0.38180917501449585,0.2082258015871048,-0.6292425990104675,0.46225103735923767,0.21942830085754395,0.3106839954853058,0.1616487205028534,0.02438708022236824,-0.04703211784362793,-0.05696174502372742,0.16861145198345184,-0.08969858288764954,-0.5258487462997437,0.25643646717071533,-0.6157922148704529,-0.13049624860286713,0.01689496636390686,0.12890002131462097,-0.5081270933151245,0.3095168173313141,0.004719048738479614,0.06803423166275024,-0.2335001528263092,0.1004951000213623,0.015946701169013977,0.1047123521566391,-0.02084772288799286,-0.03584766387939453,0.5637994408607483,-0.09195438027381897,-0.2742847204208374,-0.11462648957967758,0.14568328857421875,0.27979588508605957,-0.12559020519256592,-0.1873396337032318,0.22648192942142487,0.13086780905723572,-0.4204837381839752,0.02189202606678009,0.3340079188346863,-0.07841384410858154,-0.11406354606151581,0.34807872772216797,-0.002902098000049591,0.23335544764995575,-0.4167647957801819,0.2388007938861847,0.06242933124303818,-0.07089108973741531,-0.35568767786026,0.036768168210983276,0.31029099225997925,0.07226398587226868,-0.06844880431890488,0.4684528410434723,0.01240450143814087,0.005426287651062012,0.5618634223937988,-0.08603452891111374,-0.17527039349079132,-0.3186514973640442,0.42591220140457153,-0.14299079775810242,0.11911604553461075,-0.1807069480419159,0.12076837569475174,-0.1691804677248001,-0.18516463041305542,0.1209985613822937,0.12408186495304108,0.4178546965122223,-0.09414474666118622,0.06047549843788147,0.11321201175451279
